Grapheme	IPA
!	NULL
'	NULL
'kʰ	kʰ
'ʔ	ʔ
'̉	NULL
)	NULL
*	NULL
+	+
+$	NULL
+.$	NULL
+_	+
-	+
-#E-	+
-#E-$	NULL
-$	NULL
--	+
--$	NULL
---$	NULL
-?$	NULL
-Q	+
-_	+
-_$	NULL
-_-	+
-_2052$	NULL
-__-	+
.$	NULL
...	+
...$	NULL
...-	+
..._	+
._	+
.	+
0	ɔ
0̸	ɔ
1	ɨ
1$	NULL
2	ø
2052	NULL
7	ɤ
8	ɵ
9	œ
=	+
?	NULL
??	NULL
A	ɑ
A:	ɑː
B	B/b
C	C/p
D	ð
E	E/e
G	G/g
H	h
I	I/i
J	ɟ
K	K/k
Kʰ	kʰ
L	L/l
L̃	L/l
L̶	L/l
M	m
N	N/n
NP-	NULL
N̹	N/n
O	ɔ
P	p
R	R/r
R᷈	R/r
S	ʃ
T	θ
U	U/u
V	V/ə
W	ʍ
X	χ
Y	ʏ
Z	Z/z
^	NULL
^*	NULL
^*-	NULL
^*_	NULL
^*_-	NULL
^*ina~nia$	i n ã n i a
^*i~ne$	ĩ n e
^*kaw~nan$	k ã w n a n
^-	NULL
^--	NULL
^--_	NULL
^-BB:SRP$	+
^.	NULL
^...	NULL
^=	NULL
^Vb_-	NULL
^Verb_+_	NULL
^_	NULL
^__	NULL
^___	NULL
^ba_ͥdi	b ai d i
^gw~au$	g w ãu
^h	h
^ham'bʷaϕ$	h a m b w a ɸ
^hʰɛr$	h ɛ r
^hʷay-$	h w ai
^hʷąkuluʔ$	h w ą/a k u l u ʔ
^ĵ_̟ʌ'ĵ_̟ɔre	j ʌ j ɔ r e
^oll_̥to	o lː t o
^that_+_	NULL
^this_+_	NULL
^u–-$	NULL
^verb_+_	NULL
^yo..._Yo...$	j o + j o
^´r	r
^·	NULL
^ʰ	h
^ʰ'	ʔ
^ʼ	ʔ
^ˈd̪z͡	dz̪
^–	NULL
_	+
_$	NULL
_+$	NULL
_+_'give'$	NULL
_+_Verb	NULL
_+_give$	NULL
_+_vb$	NULL
_+_verb$	NULL
_-	+
_-$	NULL
_?$	NULL
__	+
__$	NULL
___	+
___$	NULL
_____________1	NULL
____________ə	NULL
`i	ʔ i
a	a
a:	aː
a:′	aː ʔ
aa	aː
ai~r	a ĩ r
a~ra-	a r a +
aʰ	a h
aʷ	au
aʼ	a ʔ
aː	aː
a̠	a̠/a
a̧	a̧/a
a̧′	a̧/a ʔ
a̮	a̮/a
a͗	a͗/a
aͥ	aͥ/a
aᵐ	ã
aᵑ	a ŋ
aᵘ	au
aᶦ	ai
a′	a ʔ
aⁱ	ai
aⁿ	ã
b	b
b:	bː
b´	b
bɨdʒ͡ˈ	b ɨ dʒ
bʰ	bʰ
bʲɔ̰ː	bʲ ɔ̃ː
bʷ	bʷ
bʼ	b’
b̄	ɓ
b̌	b
b̚	b̚
b̲	b
b̶	bˤ
b̶ʼ	b̶ʼ/b’
b̶ᵊ	bˤ ə
bᴶ	bʲ
b∿p	p
c	c
c̈	c
d	d
dzˠ	dzˠ/dz
dz̃	dz
dz͡ɑ	dz ɑ
dž	dʒ
dʒ	dʒ
dʒ͡	dʒ
dʒ͡e	dʒ e
dʒ͡i	dʒ i
dʒ͡æ	dʒ æ
dʒ͡ɑ	dʒ ɑ
dʒ͡ɑː	dʒ ɑː
dʒ͡ɔ	dʒ ɔ
dʒ͡ɛ	dʒ ɛ
dʰ	dʰ
dʲ	dʲ
dʷ	dʷ
dʸ	dʲ
dʼ	d’
d̀ʼ	d’
d̚	d̚
d̪	d̪
d̪z	dz̪
d̪z͡	dz̪
d̪z͡æ	dz̪ æ
d̪ʒ	dz̪
d̪ʒ͡	dz̪
d̪ʒ͡ɔ	dz̪ ɔ
d̪ʲ	d̪ʲ
d̮ʑ	dʑ
d̯	d
d̰	d
d̲	d
d̶	dˤ
d̶̯	dˤ
d͡z	dz
d͡ʒ	dʒ
dᴶ	dʲ
dᵊ	d ə
dᵗ	d
e	e
e:	eː
ee	eː
e~	e
eʰ	e h
eʼ	e ʔ
eː	eː
e̞	e
e̠	e
e̯	e
e͗	e
e′	e ʔ
eⁱ	ei
eⁿ	ẽ
f	f
f̩	f̩
g	g
gb͡ᵚɔ	gb w ɔ
gg	gː
gʰ	gʰ
gʲ	gʲ
gʷ	gʷ
gʼ	g’
g̃	g
g̚	g̚
g̣	g
g̣̣	g
g̶	gˤ
gᴶ	gʲ
gᵊl	g ə l
gᵊˈli	g ə l i
g∘	g
h	h
h~	h
hʰ	h
h̥	h
i	i
i:	iː
ii	iː
i´	i ʔ
iʰ	i h
iʼ	i ʔ
iː	iː
iˡ	i l
i̞	i
i̠	i
i̥	i̥/i
i̧	i̧/i
i̧′	i ʔ
i̩	i
i̪	i̪/i
i̯	i̯
i̲	i
i͗	i
i’	i ʔ
i′	i ʔ
iⁿ	ĩ
j	j
jʷ	ɥ
jʼ	j’
j̄	j
j̊	j
j̋	j
j̪	j
j₊	j
k	k
kk	kː
kʰ	kʰ
kʰʷ	kʷʰ
kʲ	kʲ
kʷ	kʷ
kʷʰ	kʷʰ
kʼ	kʼ
kː	kː
k̂	k
k̚	k̚
k͑	k
k͑͑	k
kͯ	k
kᴶ	kʲ
kᵃkʰ	k a kʰ
kᵊ	k ə
kᵏ	k
kᵘʰ	kʷʰ
kᵡ	kx
k‘	kʼ
kⁿ	kⁿ
l	l
ll̥	l l̥
lʲ	l̰ʲ
lː	lː
lˡ	l
l̂	l
l̪	l̪
l̯	l̯/l
lᶺ	l ʌ
l᷈	l
l’	l’
m	m
m'b	ˀⁿb
m:	mː
m´	m
mʲæ:	m j æː
mʷ	mʷ
mʼ	m’
mː	mː
mˢ-	m s
m̀	m
m̃	m
m̌	m
m̩	m̩
mᴶ	mʲ
mᵊ	m ə
n	n
n:	nː
nV	n V/ə
n`	n
na'ᵐ·pa	n a m p a
nʸ	nʲ
nʼ	n’
nː	nː
n̩	n̩
n̩̮	n
n̪	n̪
n̯	n
n̰	n̰/n
n̲	n
nͥ	n
n’	n’
n′	n
o	o
o:	oː
oo	oː
ou̯	ou
oʰ	o h
oʷ	oʷ/ou̯
oʽ	o ʔ
oː	oː
o̅	oː
o̚	o
o̜	o̜/o
o̞	o̞/o
o̠	o̠/o
o̥	o̥/o
o̧	o̧/o
o̯	o̯/o
o̰	õ
o̲	o
oᵊ	o ə
oᵘ	o w
o′	o ʔ
oⁱ	oⁱ/oi
p	p
p:	pː
pʰ	pʰ
pʰʰ	pʰ
pʲ	pʲ
pʼ	pʼ
p̚	p̚
p̠	p
p̱	p
p̲	p
p̶	pˤ
p̺̚	p̚
p̺̪̺̚	p̚
p͑	p
pᴶ	pʲ
pᴼ	p
p∿b	b
q	q
qʰ	qʰ
qʷ	qʷ
q̂	q
q̚	q̚
q̶	qˤ
q͑	q
qᵊ̪	q ə
r	r
rʰ	rʰ
rʼ	r’
rː	rː
r̂	r
r̃	r̃
r̃ː	rː
r̠	r̠/r
r̥	r̥
r̥̃	r
r̰	r̰/r
r᷈	r
s	s
seřa?A	s e r a
sʲ	sʲ
sʷ	sʷ
sː	sː
sˤ	sˤ
s̩	s̩
s̪	s̪
s̭	s
s̯	s
s̯ʷ	s w
s̲	s
s’	sʼ
t	t
t:	tː
ts	ts
ts͡	ts
ts͡uː	ts uː
tš	ʈʂ
tʃ	tʃ
tʰ	tʰ
tʰɔˆn	tʰ ɔ n
tʰ̊	tʰ
tʷ	tʷ
tʸ	tʲ
tʼ	tʼ
t̃	t
t̚	t̚
t̪	t̪
t̮	t
t̮s	ts
t̮ɕ	tɕ
t̯	t
t̯ʰ	tʰ
t̲	t
t͑	t
t͡s	ts
tͪ	tʰ
tᵊ	t ə
tᵒn	t o n
u	u
u:	uː
u_'$	u
uu	uː
u~	ũ
uʷ	uʷ/uu̯
uʼ	u ʔ
uː	uː
u̜	u
u̠	u
u̥	u̥/u
u̧	u̧/u
u̯	u
u̯w	u w
u̲	u
u̶	ʉ
u͗	u
uᵑ	u ŋ
u᷈	u
u′	u ʔ
uⁱ	ui
uⁿ	ũ
v	v
v̧	v
v̲	v
w	w
w:	w
w´	w
wʰ	wʰ
wʼ	w’
w̲	w
wᵊ	w ə
x	x
y	j
y:	yː
yʼ	j’
y̠	j
y̲	j
y̶	y̶/jˤ
y̶ᶻ	y̶ᶻ/jˤ
z	z
zˤ	zˤ
z̟	z̟
z̨	z
z̯	z
{	æ
}	ʉ
²	NULL
´ɔ	ʔ ɔ
·	+
·$	NULL
·_	+
¹	NULL
Ø	ø
Ø:	øː
ß	β
à	à/a
à:	à:/aː
á	á/a
á:	á:/aː
â	â/a
ã	ã
ã:	ãː
ã´	ã ʔ
ã̀	ã
ã́	ã
ä	ä/a
ä̠	a
å	å/a
æ	æ
æ:	æː
æː	æː
æ̀	æ
æ̃	æ̃
æ̧	æ
æ̨̨̨	æ
æⁱ	æi
ç	ç
è	è/e
è:	è:/eː
é	é/e
é:	é:/eː
é̠	e
ê	ê/e
ë	ë/e
ì	ì/i
í	í/i
í:	í:/iː
íⸯ	i
î	î/i
ï	ï/i
ñ	ɲ
ò	ò/o
ò:	ò:/oː
ó	ó/o
ó:	ó:/oː
ó:̀	oː
ó̧	o
ô	ô/o
õ	õ
õ:	õː
õː	õː
õ̀	õ
ö	ö
ö́	o
ö̠	o
ø	ø
ù	ù/u
ù̠	ù̠/u
ú	ú/u
ú:	ú:/uː
ú̧	u
û	û/u
ü	ü/u
ü̠	u
ü̯	u
þ	θ
ÿ	ÿ/y
ā	aː
ă	ă/a
ą	ą/a
č	tʃ
đ	ð
đʼ	ð’
ē	eː
ĕ	ĕ/e
ę	ę/e
ę:	eː
ě	ě/e
ě̃	ẽ
ħ	ħ
ĩ	ĩ
ĩ:	ĩː
ĩ́	ĩ
ī	iː
ĭ	ĭ/i
į	į/i
ı	ɪ
ı̃	ĩ
ĵ	ĵ/j
ľ	ʎ
ľ̢	l
ń	ń/n
ň	ň/n
ŋ	ŋ
ŋʰ	ŋʰ
ŋʷ	ŋʷ
ŋ̣	ŋ
ŋ̩	ŋ̍
ō	ō/oː
ŏ	ŏ/o
Œ	ɶ
œ	œ
ŕ	ŕ/r
ř	r̝
ś	ś/s
š	ʂ
ţ	ţ/t
ũ	ũ
ũ:	ũː
ū	uː
ŭ	ŭ/u
ų	ų/u
ž	ʒ
ƀ	β
ƚ	lˠ
ǎ	ǎ/a
Ǐ	Ǐ/ɪ
ǐ	ǐ/i
ǐː	ǐː/iː
ǒ	ǒ/o
ǔ	ǔ/u
ǜ	ǜ/u
ǥ	ǥ/g
ǥʷ	gʷ
ǥʼ	ǥʼ/g’
ǥ̈	g
ǥ̑	g
ǫ	ǫ/o
ǰ	dʒ
ǹ	ǹ/n
ǽ	ǽ/æ
ȃ	ȃ/a
ȟ	ȟ/h
ȧ	ȧ/a
ȧ̠	a
ȩ	ȩ/e
ȩ́	e
ɐ	ɐ
ɑ	ɑ
ɑ:	ɑː
ɑu̯	ɑ u
ɑː	ɑː
ɑˡ	ɑ l
ɑ̃	ɑ̃
ɑ̄	ɑː
ɑ̥	ɑ̥/ɑ
ɑᵘ	ɑu
ɑⁱ	ai
ɒ	ɐ
ɒ:	ɐː
ɒ̃:	ɐː
ɓ	ɓ
ɔ	ɔ
ɔ:	ɔː
ɔ´	o ʔ
ɔʰ	ɔ h
ɔˆ	ɔ
ɔː	ɔː
ɔ̀	ɔ
ɔ́	ɔ́/ɔ
ɔ̃	ɔ̃
ɔ̃:	ɔ̃ː
ɔ̄	ɔː
ɔ̈	ɔ̈/ɔ
ɔ̌	ɔ̌/ɔ
ɔ̧	ɔ
ɔ̧́	ɔ
ɔ̨	ɔ
ɔ̯	ɔ
ɔ͂	ɔ̃
ɔᵚ	ɤ
ɔ᷄i	ɔi
ɔⁱ	ɔⁱ/ɔi
ɕ	ɕ
ɖ	ɖ
ɗ	ɗ
ɘ́	ɘ́/ɘ
ɘ̃'	ɘ̃ː
ə	ə
ə:	əː
əː	əː
ə́	ə́/ə
ə̃	ə̃
ə̌	ə̌/ə
ə̧	ə
ə̯	ə̯/ə
ɛ	ɛ
ɛ:	ɛː
ɛ´	ɛ ʔ
ɛ´ⸯ	ɛ ʔ
ɛʰ	ɛ h
ɛː	ɛː
ɛ̀	ɛ
ɛ́	ɛ́/ɛ
ɛ́:	ɛ́:/ɛː
ɛ̂	ɛ̂/ɛ
ɛ̃	ɛ̃
ɛ̄	ɛː
ɛ̅	ɛː
ɛ̈	ɛ
ɛ̉	ɛ
ɛ̌	ɛ̌/ɛ
ɛ̚	ɛ
ɛ̚ɛ	ɛ ʔ ɛ
ɛ̠	ɛ
ɛ̣	ɛ
ɛ̧	ɛ
ɛ̨	ɛ
ɛ͗	ɛ
ɛᵑ	ɛ ŋ
ɛⁱ	ɛⁱ/ɛi
ɜ	ɜ
ɜː	ɜː
ɜᵘ	ɜu
ɜᵚ	ɜ
ɠ	ɠ
ɡ	g
ɢ	ɢ
ɣ	ɣ
ɣʷ	ɣʷ
ɣ̣	ɣ
ɣ̯	ɣ
ɤ	ɤ
ɤ̃	ɤ̃
ɤ̣	ɤ
ɥ	ɥ
ɨ	ɨ
ɨ:	ɨː
ɨʲ	ɨi
ɨˇ	ɨ
ɨː	ɨː
ɨ̀	ɨ
ɨ́	ɨ
ɨᵑ	i ŋ
ɩ	ɪ
ɩ́	ɩ́/ɪ
ɩ̃	ɪ̃
ɩ̧	ɪ
ɩ̨	ɪ
ɪ	ɪ
ɪː	ɪː
ɪ̯	ɪ̯/ɪ
ɫ	lˠ
ɬ	ɬ
ɬ_̥	ɬ̥
ɬ̥	ɬ̥
ɭ	ɭ
ɭ̀̀	ɭ
ɯ	ɯ
ɯ:	ɯː
ɯː	ɯː
ɯ̃	ɯ̃
ɰ	ɰ
ɲ	ɲ
ɳ	ɳ
ɴ	ɴ
ɵ	ɵ
ɶ	ɶ
ɷ	ō/oː
ɷ̃	õː
ɸ	ɸ
ɸʷ	ɸʷ
ɹ	ɹ
ɺ	ɹ
ɽ	ɽ
ɽ̥	ɽ̥
ɽͥ	ɽ
ɾ	ɾ
ɾ̚	ɾ̚
ɾ̥	ɾ̥
ʀ	ʀ
ʀ̌	R/r
ʀ̥	r
ʀ̥̌	R/r
ʀ̥̥̌	ʀ̥
ʁ	ʁ
ʂ	ʂ
ʃ	ʃ
ʉ	ʉ
ʉː	ʉː
ʊ	ʊ
ʋ	ʋ
ʌ	ʌ
ʌ-:	ʌː +
ʌ:	ʌː
ʌʰ	ʌ h
ʌː	ʌː
ʌ̀	ʌ
ʌ́	ʌ́/ʌ
ʌ̂	ʌ̂/ʌ
ʌ̃	ʌ̃
ʌ̆	ʌ
ʌ̇́	ʌ
ʌ̌	ʌ̌/ʌ
ʌ̠	ʌ̠/ʌ
ʌ̧	ʌ̧/ʌ
ʌ̨	ʌ̨/ʌ
ʌ̩	ʌ̩/ʌ
ʌ̶	ʌˤ
ʌⁱ	ʌi
ʌⁿ	ʌ̃
ʌ⃓	ʌ
ʍ	ʍ
ʎ	ʎ
ʑ	ʑ
ʒ	ʒ
ʔ	ʔ
ʔɜᵘ	ʔ ɜ w
ʔʼ	ʔ’
ʔᵊ	ʔ ə
ʕ	ʕ
ʘ	NULL
ʙ	ʙ
ʝ	ʝ
ʟ	ʟ
ʣ	dz
ʤ	dʒ
ʥ	dʑ
ʥ̮	dʑ
ʲæ	j æ
ʲɔ	j ɔ
ʲɜ	j ɜ
ʷu	w u
ʸ	j
ʸa	j a
ʸe	j e
ʸɛ	j ɛ
ˈ	NULL
ˈʔ	ʔ
ˈʔː	ʔː
ˌ	NULL
˜u	ũ
˥	NULL
˩	NULL
α	ɑ
αʰ	ɑ h
αˇ	ɑ
β	β
γ	ɣ
γ̣	ɣ
θ	θ
χ	χ
ϕ	ɸ
ϱ	r
ә	ə
ә̀	ə
ә́	ə
ᴷ	k
ᴼ	NULL
ᵁw	w
ᵃ	a
ᵉ	e
ᵊ	ə
ᵊj	əi
ᵋ	ɛ
ᵏ	k
ᵐ'b	ˀⁿb
ᵐb	ⁿb
ᵐg	ⁿg
ᵐp	ⁿp
ᵐˈb	ˀⁿb
ᵐᵇr	ˀⁿr
ᵑg	ⁿg
ᵑgʷ	ˀⁿgʷ
ᵒ	o
ᵖ	p
ᵖf	pf
ᵗ	t
ᵘ	w
ᵘo	w o
ᵚi	w i
ᵚɔ	w ɔ
ᵛ	w
ᵬ	β
ᵱ	pˤ
ᵲ	ᵲ/r
ᵶ	zˤ
ᵼ	lˠ
ᵽ	ɸ
ᶀ	b
ᶇ	n
ᶖ	ᶖ/i
ᶗ	ᶗ/ɔ
ᶤ	ɨ
ᶥ	l
ᶦ	j
ᶩaⁱt	l ai t
ᶰɢ	ⁿɢ
ᶺ	ʌ
ḍ	ḍ/d
ḑ	ḑ/d
ḡ	ḡ/g
ḳ	ḳ/k
ḳʰ	kʰ
ḳʷ	kʷ
ḳˣ	ḳˣ/kx
ḷ	ḷ/l
ḿ	ḿ/m
ṃ	ṃ/m
ṇ	ṇ/n
ṉ	n
ṋ	n
ṕ	ṕ/p
ṛ	ṛ/r
ṛ̌	r
ṟ	ṟ/r
ṣ	s
ṭ	ṭ/t
ṯ	t
ṱ	ṱ/t
ṱʰ	tʰ
ṹ	ṹ/ũ
ẃ	w
ạ	ạ/a
ả	ả/a
ảͥ	a
ẻ	ẻ/e
ẽ	ẽ
ẽ:	ẽː
ẽ́	ẽ
ỉ	ỉ/i
ị	ị/i
ọ	ọ/o
ỏ	ỏ/o
ụ	ụ/u
ủ	ủ/u
ᾶ	ɑ̃
–	+
–$	NULL
…	NULL
ⁱ	i
ⁱe	ⁱe/j e
ⁱɔ	ⁱɔ/j ɔ
ⁿd	ⁿd
ⁿdʒ͡u	ⁿdʒ u
ⁿdʒ͡ɑ	ⁿdʒ ɑ
ⁿg	ⁿg
ⁿj	n j
ⁿˡd	ⁿˡd/ⁿd
€	ɛ
∂	ð
∘	NULL
⋅	+
⎫	NULL
ⱳ	w
ꝑ	pˤ
𝒳	χ
𝛿	ð
=$	NULL
nd	nd
